Genre,Description,URL
City pop,Description non disponible,https://fr.wikipedia.org/wiki/City_pop
Classic rag,"Le classic rag ou rag tout simplement, est le style de ragtime le plus courant. Il se joue en quatre temps avec une accentuation sur les temps faibles, 1er et 3e, de la mesure (contrairement au jazz). Il se caractérise aussi (tout comme tous les styles de ragtime) par l'usage de la syncope. Les trois grands compositeurs de rags furent Scott Joplin, James Scott et Joseph Lamb.
",https://fr.wikipedia.org/wiki/Classic_rag
Cloud rap,"Le cloud rap, également appelé trillwave, est un sous-genre du rap[2],[3], caractérisé notamment une structure musicale plus lente et plus aérienne que le rap traditionnel.
",https://fr.wikipedia.org/wiki/Cloud_rap
Cold wave,"La cold wave (prononcé [kəʊld.weɪv], littéralement « vague de froid », ou vague froide) est un genre musical apparu à la fin des années 1970 en Angleterre, qui s’est popularisé principalement dans la première partie des années 1980. Il peut être considéré comme un sous-genre des courants new wave et post-punk, dont il radicalise le minimalisme et la froideur. L'expression a été utilisée pour la première fois en 1977 pour décrire la musique de Siouxsie and the Banshees.
",https://fr.wikipedia.org/wiki/Cold_wave
College rock,"Le college rock était un genre de rock alternatif joué par des étudiants et sur des stations de radio universitaires aux États-Unis et au Canada à la fin des années 1980. Les listes de chansons diffusées étaient choisies par des étudiants refusant de passer du rock populaire[1],[2].
",https://fr.wikipedia.org/wiki/College_rock
Complextro,"Le complextro est un sous-genre de l'electro house, issu de la fidget house qui est influencé par le chiptune ainsi que par la musique de jeu vidéo[3].
",https://fr.wikipedia.org/wiki/Complextro
Concerto,"Le concerto (mot français d'origine italienne ; pluriel : concertos ou parfois concerti[1]) est une forme musicale, composée généralement de trois mouvements (musicaux) (un rapide, un lent, un rapide), où un ou plusieurs solistes dialoguent avec un orchestre. D'origine italienne, il se développa pendant la période baroque et fut une des formes musicales les plus prisées pendant les périodes classiques et romantiques.
",https://fr.wikipedia.org/wiki/Concerto
Conte musical,"Le mot conte désigne à la fois un récit de faits ou d'aventures imaginaires[1] et le genre littéraire (avant tout oral) qui relate lesdits récits. Le conte, en tant que récit, peut être court ou long. Qu'il vise à distraire ou à édifier, il porte en lui une force émotionnelle ou philosophique puissante. Depuis la Renaissance, les contes font l'objet de réécritures, donnant naissance au fil des siècles à un genre écrit à part entière. Cependant, il est distinct du roman, de la nouvelle et du récit d'aventures par l'acceptation de l'invraisemblance propre au genre merveilleux, ainsi que par certains codes, comme la fameuse phrase d'introduction traditionnelle  « Il était une fois ».
",https://fr.wikipedia.org/wiki/Conte_musical
Contradanza,"La contradanza est un genre musical et une danse, version cubaine de la contredanse. Un genre de danse de salon du XIXe siècle dérivé de la danse country anglaise et de la contredanse courtoise française. La contradanza utilisait le rythme du cinquillo et menait à la danza pan-caribéenne très similaire. À Cuba, c'est devenu un genre important au cours du XIXe siècle, et ce fut la première musique écrite basée sur des rythmes subsahariens, ainsi que la première danse cubaine à acquérir une renommée internationale. La contradanza est l'ancêtre de la danse , du danzón , du mambo et du cha-cha-cha , ainsi que du chant ""habanera"".
",https://fr.wikipedia.org/wiki/Contradanza
Cool jazz,"Le cool jazz,  ou jazz cool, est un style de musique jazz apparu vers la fin des années 1940.
",https://fr.wikipedia.org/wiki/Cool_jazz
Country,"La musique country est un mélange de musiques traditionnelles développé principalement dans le sud-est des États-Unis et dans les provinces maritimes du Canada, mais aussi en Europe comme en Irlande ou dans le nord des Pays-Bas. La country a évolué rapidement dans les années 1920[1] et reste très populaire aujourd'hui. Différentes variations du genre ont aussi émergé dans d'autres pays comme en Australie.
",https://fr.wikipedia.org/wiki/Musique_country
Country alternative,"Le terme country alternative (en anglais alternative country ou alt-country) est utilisé pour définir une variété de sous-genres musicaux appartenant à l'Americana mais qui tend à se distinguer de la musique country traditionnelle pop. La country alternative est le résultat du mélange du country (ou musique traditionnelle américaine) et le rock, punk des années 1980/90.
",https://fr.wikipedia.org/wiki/Country_alternative
Country folk,"La country folk est un genre musical hybride combinant la country et la musique folk.
",https://fr.wikipedia.org/wiki/Country_folk
Country néo traditionnelle,"La country néo traditionnelle est un genre de musique country qui rejette la plupart des éléments de la country moderne.
",https://fr.wikipedia.org/wiki/Country_n%C3%A9o_traditionnelle
Country pop,"La country pop est un courant musical de la musique country qui se développa aux États-Unis dans les années 1970.
Ce sous-genre de la musique country est très proche du Nashville sound, un son country plus urbain que la country traditionnelle plus rurale. S'inspirant de ce style musical, une station de radio porte aussi le nom Country Pop. Il s'agit d'ailleurs de la première station de radio francophone en Amérique du Nord à consacrer sa programmation à ce style musical.
",https://fr.wikipedia.org/wiki/Country_pop
Country rap,"Le country rap (aussi connu sous les noms hick-hop, hill hop, hip hopry ou encore country hip-hop), est un genre musical mélangeant des éléments sonores de musique country et de hip-hop. Il est identifié comme genre à part entière[1]. Parmi les artistes de ce genre, on compte Bubba Sparxxx[2],[3], Cowboy Troy[4],[5],[6], Nappy Roots[1], et Colt Ford. On peut aussi compter certains chanteurs rap rock avec des influences country comme Kid Rock, Yelawolf ou Everlast.
",https://fr.wikipedia.org/wiki/Country_rap
Country rock,"Le country rock est un sous-genre musical de la country lancé par une vague de musiciens rock à tendance country à la fin des années 1960 et au début des années 1970. Le genre mêle des éléments de country et du rock[1]. La country rock est principalement de deux types : celle jouée par des musiciens rock et celle jouée par des musiciens country, aussi appelé outlaw music. Les artistes les plus importants de ce mouvement sont Neil Young et les Eagles.
",https://fr.wikipedia.org/wiki/Country_rock
Country soul,"La country soul est un genre musical hybride combinant la musique soul et country et influencé par le gospel. Ray Charles est connu pour être un des pionniers de ce style musical qui sera chanté par des artistes comme Solomon Burke, Arthur Alexander et Mavis Staples.
",https://fr.wikipedia.org/wiki/Country_soul
Coupé-décalé,"Le coupé-décalé est un genre musical né au début des années 2000 dans la communauté ivoirienne à Paris et devenu populaire en Côte d'Ivoire et dans beaucoup de pays d'Afrique subsaharienne durant les dix années qui suivirent.
",https://fr.wikipedia.org/wiki/Coup%C3%A9-d%C3%A9cal%C3%A9
Cowpunk,"Le cowpunk, ou country punk, est un sous-genre musical du punk rock ayant émergé au Royaume-Uni et en Californie à la fin des années 1970 et au début des années 1980. Il mélange punk rock ou new wave à la musique country, au folk, et au blues[1],[2]. Certains musiciens de la scène sont désormais associés à la country alternative ou au roots rock.
",https://fr.wikipedia.org/wiki/Cowpunk
Crossover,"Le crossover (ou chiasmatypie[1]) désigne une hybridation ou un croisement entre un genre musical et un autre, voire plusieurs autres (par ex. : musique classique et jazz ou jazz, rock et latin music). C'est une pratique courante de la musique du monde, mais également une tendance générale des styles musicaux contemporains.
",https://fr.wikipedia.org/wiki/Crossover_(musique)
Crossover thrash,"Le crossover thrash, souvent et simplement appelé crossover[1], est un genre de thrash metal très influencé par des éléments punk hardcore. Ce genre est une continuité entre le punk rock et le heavy metal. Le terme de crossover est utilisé pour la première fois par les D.R.I. dans leur album Crossover, sorti en 1987[2].
",https://fr.wikipedia.org/wiki/Crossover_thrash
Crunk,"Le crunk, ou krunk, est un sous-genre du hip-hop lancé par Three 6 Mafia à Memphis (Tennessee)[1] au début des années 1990 et significativement popularisé entre 2003 et 2004[2]. Les musiciens de crunk sont souvent appelés crunksters[3]. Une chanson crunk archétype fait usage fréquent d'une boîte à rythmes, de grosses lignes de basses, des morceaux vocaux hurlés[2]. « Crunk » est également un terme générique pour dénoter le style dirty south, qui apparaîtra pendant les années de gloire du genre[3].
",https://fr.wikipedia.org/wiki/Crunk
Crunk'n'b,"Le crunk'n'b est un sous-genre du crunk et du RnB[1],[2]. Le terme est employé pour la première fois en 2004 par Lil Jon, après qu'il a eu produit Yeah! pour Usher et l'album Goodies de Ciara[2].
",https://fr.wikipedia.org/wiki/Crunk%27n%27b
Crunkcore,"Le crunkcore, également appelé screamo crunk[1], punk crunk[2], et scrunk[3],[4] est un genre musical mélangeant des éléments sonores du crunk et le style vocal du screamo[3],[5],[6],[7].
",https://fr.wikipedia.org/wiki/Crunkcore
Crust punk,"Le crust punk (souvent appelé simplement crust, ou stenchcore, ou bien encore crustcore) est un genre musical influencé par l'anarcho-punk, le punk hardcore, le d-beat et le metal extrême[3]. Le style, qui a émergé dans les années 1980 en Angleterre, recense le plus souvent des chansons aux paroles sombres et pessimistes qui traitent des maux sociaux et politiques. Le terme de « crust » est crédité par Hellbastard sur le démo Ripper Crust, sortie en 1986[4].
",https://fr.wikipedia.org/wiki/Crust_punk
Cumbia,"La cumbia ou cumba est un genre musical de musique colombienne et une danse traditionnelle folklorique[1] ayant émergé au XVIIe siècle en Colombie[2]. D'abord connue sous le nom de cumba, la cumbia s'est néanmoins répandue en Amérique latine, particulièrement en Bolivie, au Pérou et en Argentine, où elle s'est mélangée aux style musicaux locaux.
",https://fr.wikipedia.org/wiki/Cumbia
D-beat,"Le D-beat (discore[1], hardcore suédois ou kängpunk) est un sous-genre musical du punk hardcore, développé au début des années 1980 par des imitateurs de Discharge, duquel le nom du genre s'inspire. Discharge utilise le même style de batterie que Motörhead. Le D-beat se rapproche du crust punk, qui se caractérise par une variation plus complexe. Le style est particulièrement connu en Suède, et popularisé par des groupes comme Crude SS, Anti Cimex (en), Mob 47 (en), Driller Killer, et No Security. D'autres groupes de D-beat incluent Doom, originaire du Royaume-Uni ; Disclose, du Japon ; Crucifix et Final Conflict, des États-Unis ; Ratos de Porão, du Brésil ; et MG15, d'Espagne. Alors que le style se développe au début des années 1980, de nombreux groupes orientés sur ce style émergent pendant les années 1990, en particulier en des groupes suédois tels que Wolfbrigade, Totalitär (en), Avskum, Skitsystem (en) et Disfear. Le discore inspirera les groupes de grindcore comme Napalm Death.
",https://fr.wikipedia.org/wiki/D-beat
Dance,"L'electronic dance music, connu également sous les termes EDM, dance music[1], club music[1], ou simplement dance, définit une variété de genres de musique électronique entièrement composés pour danser et principalement joués dans des discothèques. Cette variété est produite et jouée par des disc jockeys (DJs) lors de mixsets durant lesquels les DJs entremêlent plusieurs chansons.
",https://fr.wikipedia.org/wiki/Dance
Dance-pop,"La dance-pop est un genre de musique pop orienté dance. Fréquemment vilipendée pour sa réputation de musique essentiellement commerciale et pour son public principalement constitué d'adolescents[2] dans l'imaginaire collectif, le genre est aussi pourtant régulièrement renouvelé par des artistes plus indépendants. Parmi les représentants les plus populaires de ce genre se trouvent  Madonna, Bananarama, Kylie Minogue, Mylène Farmer, et Paula Abdul, dans les années 1980, Spice Girls, Britney Spears et Hilary Duff dans les années 1990, et 2000[2], les chanteuses Lady Gaga ou Rihanna en 2010, puis Rina Sawayama, Ava Max, Jessie Ware et Dua Lipa en 2020.
",https://fr.wikipedia.org/wiki/Dance-pop
Dance-punk,"La dance-punk (aussi connu sous les termes de disco-punk ou punk funk) est un genre musical ayant émergé à la fin des années 1970, associé aux mouvements post-punk et new wave[1].
",https://fr.wikipedia.org/wiki/Dance-punk
Dance-rock,"Le dance-rock (ou dance-oriented rock)[6] est un genre musical qui incorpore des éléments de rock et de dance[5].
",https://fr.wikipedia.org/wiki/Dance-rock
Dancehall,"Le dancehall (abréviation de l'anglais dance hall music, « musique de salle de bal ») est une musique populaire jamaïcaine apparue en Jamaïque à la fin des années 1970[1], en tant que variante du reggae[2],[3]. Les plus grandes personnalités du genre dancehall sont Sean Paul, Vybz Kartel, Yellowman, Mavado, Spice, Eek-A-Mouse ou encore Shaggy. Le dancehall amène une nouvelle génération de producteurs, comme Linval Thompson, Gussie Clarke et Jah Thomas[4]. Au milieu des années 1980, l'instrumentation électronique du genre prend de l'importance et change considérablement de son connu sous le nom de ragga caractérisé par un rythme plus rapide.
",https://fr.wikipedia.org/wiki/Dancehall
Dangdut,"Le dangdut est un genre populaire  de musique indonésienne. Son nom est formé des onomatopées ""dang"", censée reproduire le son d'une frappe du bout des doigts sur le bord de la peau d'un kendang (un tambour) et ""dut"", censée être le son produit par le frottement de la paume sur le milieu de la peau.
",https://fr.wikipedia.org/wiki/Dangdut
Danzón,Description non disponible,https://fr.wikipedia.org/wiki/Danz%C3%B3n
Dark ambient,"Le dark ambient (parfois appelé ambient industrial dans les années 1980) est un genre de musique électronique situé à la croisée de l'ambient, de la musique bruitiste et de la musique industrielle. Apparu avec les expérimentations des pionniers de l'industriel dès la fin des années 1970, le genre s'est vraiment popularisé dans les années 1980.
",https://fr.wikipedia.org/wiki/Dark_ambient
Dark jazz,"Le dark jazz, horror jazz, jazz noir ou doom jazz sont des désignations pour un genre musical qui, dans la culture populaire, est souvent considéré comme une forme de jeu du jazz. On associe généralement à ces désignations des morceaux de musique à orientation instrumentale qui combinent des éléments de musique lounge, de jazz et d'ambient, avec une tendance marquée pour la musique de film à l'atmosphère sombre et surréaliste-psychédélique, l'élément jazz jouant un rôle plutôt discret. Le style est apparu dans les années 1990 dans le contexte du metal extrême.
",https://fr.wikipedia.org/wiki/Dark_jazz
Dark metal,"Le dark metal est un sous-genre musical du heavy metal[1],[2],[3],[4] dont les origines stylistiques sont retracées dans le metal gothique et le metal extrême.
",https://fr.wikipedia.org/wiki/Dark_metal
Dark psytrance,"La dark psytrance, souvent abrégé dark psy[1] ou dark-psy[2], est un genre de musique électronique ayant émergé de la psytrance. Contrairement à cette dernière, la dark psytrance développe un côté plus sombre, plus lourd et plus rapide. Le tempo peut varier de 145 à plus de 200 BPM.
",https://fr.wikipedia.org/wiki/Dark_psytrance
Dark wave,"La dark wave, ou darkwave (prononcé [ˈdɑːkˌweɪv] en anglais britannique ou [ˈdɑɹkˌweɪv] en anglais américain), est un genre musical, apparenté au mouvement gothique[1],[2], ayant émergé dans les années 1970, en parallèle au pic de popularité de la new wave et au post-punk. Construit à partir de simples bases musicales[3], la dark wave contient des paroles sombres et introspectives accompagnées d'une dose de sehnsucht dans certains groupes. Dans les années 1980, les adeptes de dark wave se nomment « wavers »[4],[5] ou « dark wavers »[6],[7].
",https://fr.wikipedia.org/wiki/Dark_wave
Dark wave néo-classique,Description non disponible,https://fr.wikipedia.org/wiki/Dark_wave_n%C3%A9o-classique
Darkcore,"Le darkcore, ou doomcore[1], est un genre musical dérivé de la techno hardcore, caractérisé par un tempo lent oscillant généralement entre 130 et 160 BPM, et d'une ligne de kicks semi-distordus. Le genre musical emprunte typiquement le thème et les motifs sonores dissonants des films d'horreur, accompagnés d'une atmosphère sombre et oppressante, le tout mélangé avec une sonorité bruitiste et industrielle. Le breakcore est dérivé du darkcore. le darkcore est aussi parfois appelé hardcore rave
",https://fr.wikipedia.org/wiki/Darkcore
Darkstep,"La darkstep, autrement nommée darkside ou simplement dark, est un sous-genre musical du drum and bass[1] popularisé à la fin des années 1990[1]. Il mêle des éléments « dark » à une rythmique breakbeat[2] rapide et soutenue[3] censés instaurer une ambiance sombre et frénétique. Certains éléments acoustiques sont tirés ou inspirés de bande son de film, musique ou bruitage, de films d’horreur créant ainsi une sensation oppressante, angoissante, générant une atmosphère sombre[4].
",https://fr.wikipedia.org/wiki/Darkstep
Death-doom,"Le death-doom, parfois écrit death/doom, deathdoom ou doomdeath, est un sous-genre musical extrême du heavy metal. Il se caractérise par un tempo lent et d'une atmosphère et humeur pessimistes dérivées du doom metal, accompagnés de grunts et d'un double kick dérivé du death metal[1]. Le genre émerge au milieu des années 1980, se popularise modérément pendant les années 1990, et s'efface peu à peu au début du XXIe siècle[1].
",https://fr.wikipedia.org/wiki/Death-doom
Death metal,"Le death metal est un sous-genre musical extrême[3],[4] du heavy metal. Il emploie généralement des guitares très distordues, des tremolo picking, des growling profonds, des blast beats, les gammes mineures et des structures complexes avec de multiples changements de tempo.
",https://fr.wikipedia.org/wiki/Death_metal
Death metal mélodique,"Le death metal mélodique (death mélodique, göteborg death, melodeath ou melodic death metal) est un sous-genre musical du death metal, ayant émergé en Suède au début des années 1990, avec comme précurseurs des groupes tels que At the Gates, In Flames ou Dark Tranquillity. Le genre mêle la brutalité du death metal aux mélodies du heavy metal. Les groupes de death metal mélodique étant majoritairement originaires de Scandinavie, notamment de Göteborg, le genre est également appelé « death de Göteborg » ou « NWOSDM » (New Wave of Swedish Death Metal, en référence à la New wave of British heavy metal (NWOBHM). Bien que les trois groupes cités plus haut soient officiellement les premiers groupes de death mélodique, le groupe Carcass incorporait déjà quelques éléments de ce style. D'ailleurs, après leur séparation, le guitariste Michael Amott créa Arch Enemy, un des plus importants groupes de la scène death mélodique actuelle.
",https://fr.wikipedia.org/wiki/Death_metal_m%C3%A9lodique
Death metal technique,"Le death metal technique (ou Technical death metal) est un sous-genre musical du death metal apparu dans la première moitié des années 1990. Il se caractérise principalement par un death metal au rythme rapide et une écriture complexe qui requiert des compétences instrumentales élevées.
",https://fr.wikipedia.org/wiki/Death_metal_technique
Death 'n' roll,"Le death 'n' roll (un jeu de mots entre death metal et rock 'n' roll) est un sous-genre musical du death metal incorporant des éléments sonores extraits du hard rock. Il mêle grunts et riffs de guitare saturée à des éléments sonores issus du hard rock des années 1970 et du heavy metal[1],[2]. Des groupes notables du genre incluent Entombed, Gorefest, Pungent Stench et The Cumshots (en).
",https://fr.wikipedia.org/wiki/Death_%27n%27_roll
Death rock,"Le death rock est un sous-genre musical de punk rock incorporant éléments d'horreur et atmosphères effrayantes, ayant émergé sur la côte ouest des États-Unis au début des années 1980.
",https://fr.wikipedia.org/wiki/Death_rock
Deathcore,"Le deathcore est une fusion musicale mélangeant les caractéristiques du death metal à celles du metalcore et du punk hardcore[1],[2],[3]. Il se définit par les riffs du death metal et l'utilisation des breakdowns du punk hardcore et du metalcore[4],. Le deathcore semblerait s'être initialement popularisé au sud-ouest des États-Unis, plus particulièrement en Arizona et en Californie du Sud (majoritairement dans la Vallée de Coachella)[5],[6],[7].
",https://fr.wikipedia.org/wiki/Deathcore
Deathcountry,"La deathcountry ou death country est un genre de musique country, qui mélange la country traditionnelle avec un punk rock, sombre et anarchiste, et un style tenant du néofolk voire du psychobilly
",https://fr.wikipedia.org/wiki/Deathcountry
Deathgrind,"Le deathgrind (parfois écrit death-grind ou death/grind) est un genre musical mêlant death metal et grindcore. Le genre, comme pour le pornogrind, est associé au sous-genre goregrind. Le magazine Zero Tolerance décrit le deathgrind comme « du grindcore et du death metal brutal qui s'affrontent[1]. » Danny Lilker décrit le deathgrind comme « un mélange entre techniques du death metal et intensité du grindcore[2]. »
",https://fr.wikipedia.org/wiki/Deathgrind
Deep house,"La deep house est un sous-genre musical de la house[1] ayant émergé dans les années 1980 à Chicago et New York aux États-Unis. Ce genre mêle initialement des éléments de Chicago house au jazz-funk des années 1990[2], avec quelques touches de soul[3]. La longueur des chansons varie habituellement entre 7 et 10 minutes, et le tempo oscille entre 120 et 130 BPM. Ce style de musique house est parfois acoustique[4].
",https://fr.wikipedia.org/wiki/Deep_house
Deepkho,"Le deepkho est un style de rap inventé par les artistes Le 4Romain & Grems et son label le Deephop Panel. Par ce style de musique qui consiste à allier le rap et la deep house, un peu à la manière du hip-house, Grems entend apporter un nouveau souffle au rap français et il affirme d'ailleurs: « On ne fait pas de rap français, on fait du rap en français. »
",https://fr.wikipedia.org/wiki/Deepkho
Delta blues,"Le Delta blues est un des premiers styles de blues qui tient son nom du Mississippi Delta, une région en forme de delta du nord-ouest de l'État du Mississippi, entre Vicksburg et Memphis. Le terme « delta » induit souvent une confusion avec la région du delta du fleuve Mississippi (Louisiane).
",https://fr.wikipedia.org/wiki/Delta_blues
Detroit blues,"Le Detroit blues est un genre de blues joué par des musiciens venant ou vivant à Détroit dans le Michigan particulièrement dans les années 1940 et 1950. 
",https://fr.wikipedia.org/wiki/Detroit_blues
Digital hardcore,"Le digital hardcore est un sous-genre musical du punk hardcore, fortement influencé par la musique électronique. Ce style se développe en Allemagne au début des années 1990 et s'accompagne souvent de thèmes sociologiques et d'extrême gauche[1].
",https://fr.wikipedia.org/wiki/Digital_hardcore
Dirty South,"Le dirty south[1] est un sous-genre de hip-hop américain apparu dans le Sud des États-Unis, en particulier à Atlanta, La Nouvelle-Orléans, Houston, Memphis et Miami[2],[3].
",https://fr.wikipedia.org/wiki/Dirty_South
Disco,"Le disco est un genre musical et une danse[13] apparus aux États-Unis au milieu des années 1970. Issu des genres funk, soul, pop, salsa et psychédélique, le disco est particulièrement popularisé pendant les années 1970, et revivra brièvement pendant quelque temps[14]. Le terme dérive du mot en français « discothèque »[15]. Son public initial est issu des communautés afro-américaine, latino-américaine[16], italo-américaine[17], et psychédélique de New York et Philadelphie à la fin des années 1960 et début des années 1970. Le disco émerge en tant que réponse à la domination de la scène rock et à la stigmatisation de la musique dance par la contre-culture durant cette période. À son apogée, le genre se popularisa parmi de nombreux groupes et artistes[18],[19],[20],[21],[22],[23],[17],[24].
",https://fr.wikipedia.org/wiki/Disco
Disco house,"La disco house[1], est un sous-genre de la musique house ayant émergé au milieu des années 1990, représenté par des disc jockeys comme Terrence Parker ou Joey Negro[3]. Le style se caractérise par une base disco très prononcée et l'utilisation d'échantillons sonores issus du disco des années 1970 et 1980.
",https://fr.wikipedia.org/wiki/Disco_house
Disco polo,"Le disco polo est un genre musical de musique populaire de danse originaire de Pologne[1].
",https://fr.wikipedia.org/wiki/Disco_polo
Diva house,"La diva house, ou handbag house, est un sous-genre musical de la house popularisé dans les clubs gay pendant la seconde moitié des années 1980. La handbag house est l'un des sous-genres les plus célèbres et accessibles du genre dance. Selon The Encyclopedia of Contemporary British Culture, la handbag house se caractérise par « des chants féminins, des breakdowns, et par la prolifération de 'stabs' de piano[1]. » Les compositions modernes de diva house utilisent des stabs de synthétiseurs et un rythme 4/4.
",https://fr.wikipedia.org/wiki/Diva_house
Dixieland,"Le dixieland (ou Dixie)[1], aussi appelé « Early Jazz », est un style de musique jazz développé dans la ville de La Nouvelle-Orléans au début du XXe siècle, et diffusé à Chicago et New York par des groupes de La Nouvelle-Orléans dans les années 1910.
",https://fr.wikipedia.org/wiki/Dixieland
Djent,"Le djent est un sous-genre musical de heavy metal, dérivé plus précisément du metal progressif[1],[2],[3]. Le mot « djent » est tiré de l'onomatopée produite par le son d'une guitare accordée basse, à haut gain et forte distorsion, utilisant la technique du palm mute, employé par des groupes comme Meshuggah et SikTh. Le terme est attribué au guitariste de Meshuggah Fredrik Thordendal, mais a été popularisé par la suite sur internet par le guitariste Misha Mansoor[4], actuel guitariste de Periphery (alors impliqué dans son projet solo intitulé ""Bulb""). Le mot djent est à la fois utilisé pour définir le style usant de cette sonorité et le son lui-même[5].
",https://fr.wikipedia.org/wiki/Djent
Doo-wop,"« Doo-wop » est une onomatopée qui sert à désigner un sous-genre du rhythm and blues.
",https://fr.wikipedia.org/wiki/Doo-wop
Doom metal,"Le doom metal est un genre musical fortement influencé par les premières chansons de Black Sabbath[1], ce dernier ayant lancé les prémices du doom metal avec des chansons telles que Black Sabbath, Electric Funeral et Into the Void au cours de la première moitié des années 1970[1], et un certain nombre de groupes apparus en Angleterre (Pagan Altar, Witchfinder General), aux États-Unis (Pentagram, Saint Vitus, Trouble) et en Suède (Candlemass, Count Raven) ont aidé à définir le doom metal.
",https://fr.wikipedia.org/wiki/Doom_metal
Downtempo,"Le downtempo (chill out, chill ou downbeat) est un genre de musique électronique similaire à l'ambient[1], relativement lent et mélodieux. Le style émerge au début des années 1990 avec des groupes tels que Kruder & Dorfmeister et Thievery Corporation. Il était souvent joué dans les bars et clubs (notamment en Angleterre après le Criminal Justice Bill de 1994 et à Ibiza) chill-out, voire certaines raves ou autres fêtes extérieures. Il s'est depuis popularisé, et on peut le retrouver dans de nombreuses ambiances commerciales hypes, à l'instar de l'easy listening. Un groupe comme Tosca (auquel participait Richard Dorfmeister) est ainsi devenu assez célèbre au début des années 2000 pour être mentionné par le Washington Post[2].
",https://fr.wikipedia.org/wiki/Downtempo
Dream pop,"La dream pop est un sous-genre de rock alternatif caractérisé par son utilisation des textures sonores et son chant murmuré. Le terme est employé à la fin des années 1980 par Alex Ayuli pour décrire la musique de son groupe A. R. Kane[1],[2]. Peu après, le journaliste Simon Reynolds utilise le terme pour parler de la scène anglaise associée au shoegazing. Reynolds est généralement considéré comme le premier critique à avoir utilisé l'expression « dream pop » pour décrire un genre musical[3],[4].
",https://fr.wikipedia.org/wiki/Dream_pop
Dream trance,"La dream trance (également appelée dream house, dream dance[1], dream music ou simplement dream) est un sous-genre musical de la trance et de la house ayant émergé dans la seconde moitié des années 1990 en Europe. Sa particularité est d'utiliser en premier plan une mélodie de synthétiseur avec un son de piano, le tout à grand renfort de nappes planantes et de beats techno. Les pochettes des disques, qu'il s'agisse des singles, maxis, albums ou compilations, présentent presque systématiquement des paysages idylliques ou holographiques (ciels lumineux, galaxies, planètes imaginaires, mers éclatantes, dauphins, ou papillons).
",https://fr.wikipedia.org/wiki/Dream_trance
Drill,"La musique drill (parfois appelée drill scene, drill-hop[1]) est un sous-genre musical du hip-hop lancé par les jeunes rappeurs et producteurs originaires des quartiers de South Side à Chicago[2].
",https://fr.wikipedia.org/wiki/Drill_(musique)
Drill and bass,"La drill and bass est un genre de musique électronique qui a émergé de la scène drum and bass au milieu des années 1990. Des artistes tels que Luke Vibert, Squarepusher, et le plus connu, Aphex Twin ont créé ce genre en 1995.
",https://fr.wikipedia.org/wiki/Drill_and_bass
Drone,"Le drone, drone ambient[3], ambient drone[4],[5], ou musique drone[6],[7], est un genre musical minimaliste[1] faisant essentiellement usage de bourdons (drones en anglais), utilisant des sons, notes et clusters maintenus ou répétés. Il est typiquement caractérisé par de longues plages musicales présentant peu de variations harmoniques.
",https://fr.wikipedia.org/wiki/Drone_(musique)
Drumfunk,"La drum and bass (prononcé en anglais : [dɹʌm ən(d) beɪs]), parfois stylisé drum'n'bass, drum bass ou abrégé DnB, est un genre de musique électronique apparu au Royaume-Uni, plus précisément dans la région de Bristol, vers 1996-1997 au remplacement de l'amen break par le 2-step, marquant la fin de l'ère jungle[2],[3]. Le terme drum and bass lui, est apparu vers 1992, pour désigner le breakbeat hardcore. Elle est caractérisée par un rythme breakbeat, une structure rythmique 2-step et des lignes de basse lourdes[1] à basse fréquence. Ces deux composantes constituent l'essence du genre. La mélodie est habituellement minimale et sert généralement d'emphase aux percussions qui sont extrêmement répétitives. La drum and bass peut être accompagnée de textes dits de manière rapide et rythmés par un MC.
",https://fr.wikipedia.org/wiki/Drumfunk
Drumstep,"Le drumstep est un sous-genre du drum and bass et du dubstep popularisé par l'artiste Pendulum, qui est considéré comme un des pionniers du genre[1],[2]. Le style ressemble au dubstep dans la sonorité, cependant le tempo de la dubstep est à 140-145 BPM alors que celui de la drumstep est à 160-175 BPM, plus proche de la drum and bass.
",https://fr.wikipedia.org/wiki/Drumstep
Dub,"Le dub est un genre musical[1] issu du reggae jamaïcain, un remixage réalisé en temps réel à partir de bandes magnétiques par des ingénieurs du son[2]. Il est, à l'origine, un remixage radical qui met en avant le couple rythmique basse et batterie et des effets de son. Inventé, développé et perfectionné par l'ingénieur du son jamaïcain King Tubby, il connaît son âge d'or dans les années 1970. À partir de 1985 apparaît l'utilisation massive d'instruments électroniques, puis numériques, en Jamaïque comme en Grande-Bretagne. Dès lors, le rôle de plus en plus important joué par les ingénieurs du son dans la musique populaire rend floue la frontière entre dub et autres musiques du même type. Différents styles de musiques numériques revendiquent néanmoins l'étiquette dub.
",https://fr.wikipedia.org/wiki/Dub
Dub poetry,"La dub poetry est une forme d'expression poétique née dans la communauté jamaïcaine, en Grande-Bretagne et en Jamaïque, à la fin des années 1970.
",https://fr.wikipedia.org/wiki/Dub_poetry
Dub techno,"La dub techno est un sous genre de techno minimale, mélangeant techno et dub. Elle est apparu dans les années 1990. Le groupe Basic Channel est largement considéré comme l'inventeur du genre.
",https://fr.wikipedia.org/wiki/Dub_techno
